,Unnamed: 0,country,state,district,year,dyid,Serial No.,District,calcium,SDP,Gini,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018
0,0,India,West Bengal,24 Paraganas North,2000,24 Paraganas North2000,625.0,North Twenty Four,50.588234,151670.0,0.38,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,India,West Bengal,24 Paraganas North,2001,24 Paraganas North2001,625.0,North Twenty Four,,162624.0,0.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2,India,West Bengal,24 Paraganas North,2002,24 Paraganas North2002,625.0,North Twenty Four,85.666664,168324.0,0.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3,India,West Bengal,24 Paraganas North,2003,24 Paraganas North2003,625.0,North Twenty Four,,178214.0,0.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,India,West Bengal,24 Paraganas North,2004,24 Paraganas North2004,625.0,North Twenty Four,57.040001,190029.0,0.38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,5,India,West Bengal,24 Paraganas North,2005,24 Paraganas North2005,625.0,North Twenty Four,32.108109,201994.0,0.38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,6,India,West Bengal,24 Paraganas North,2006,24 Paraganas North2006,625.0,North Twenty Four,,217849.0,0.38,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7,7,India,West Bengal,24 Paraganas North,2007,24 Paraganas North2007,625.0,North Twenty Four,42.833332,234798.0,0.38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,8,India,West Bengal,24 Paraganas North,2008,24 Paraganas North2008,625.0,North Twenty Four,112.0,244262.0,0.38,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,9,India,West Bengal,24 Paraganas North,2009,24 Paraganas North2009,625.0,North Twenty Four,,263230.0,0.38,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10,10,India,West Bengal,24 Paraganas North,2010,24 Paraganas North2010,625.0,North Twenty Four,,279191.0,0.38,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11,11,India,West Bengal,24 Paraganas North,2011,24 Paraganas North2011,625.0,North Twenty Four,,289432.0,0.38,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,12,India,West Bengal,24 Paraganas North,2012,24 Paraganas North2012,625.0,North Twenty Four,,301479.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13,13,India,West Bengal,24 Paraganas North,2013,24 Paraganas North2013,625.0,North Twenty Four,,308238.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14,14,India,West Bengal,24 Paraganas North,2014,24 Paraganas North2014,625.0,North Twenty Four,,315425.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15,15,India,West Bengal,24 Paraganas North,2015,24 Paraganas North2015,625.0,North Twenty Four,,334561.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16,16,India,West Bengal,24 Paraganas North,2016,24 Paraganas North2016,625.0,North Twenty Four,45.093334,357756.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17,17,India,West Bengal,24 Paraganas North,2017,24 Paraganas North2017,625.0,North Twenty Four,20.564102,381534.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18,18,India,West Bengal,24 Paraganas North,2018,24 Paraganas North2018,625.0,North Twenty Four,27.125,403248.0,0.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,19,India,West Bengal,24 Paraganas South,2000,24 Paraganas South2000,629.0,South Twenty Four,53.483871,151670.0,0.29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,20,India,West Bengal,24 Paraganas South,2001,24 Paraganas South2001,629.0,South Twenty Four,51.947369,162624.0,0.29,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,21,India,West Bengal,24 Paraganas South,2002,24 Paraganas South2002,629.0,South Twenty Four,55.294117,168324.0,0.29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,22,India,West Bengal,24 Paraganas South,2003,24 Paraganas South2003,629.0,South Twenty Four,,178214.0,0.29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,23,India,West Bengal,24 Paraganas South,2004,24 Paraganas South2004,629.0,South Twenty Four,37.81818,190029.0,0.29,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,24,India,West Bengal,24 Paraganas South,2005,24 Paraganas South2005,629.0,South Twenty Four,43.285713,201994.0,0.29,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25,25,India,West Bengal,24 Paraganas South,2006,24 Paraganas South2006,629.0,South Twenty Four,,217849.0,0.29,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26,26,India,West Bengal,24 Paraganas South,2007,24 Paraganas South2007,629.0,South Twenty Four,35.0,234798.0,0.29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,27,India,West Bengal,24 Paraganas South,2008,24 Paraganas South2008,629.0,South Twenty Four,,244262.0,0.29,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,28,India,West Bengal,24 Paraganas South,2009,24 Paraganas South2009,629.0,South Twenty Four,42.799999,263230.0,0.29,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,29,India,West Bengal,24 Paraganas South,2010,24 Paraganas South2010,629.0,South Twenty Four,31.0,279191.0,0.29,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30,30,India,West Bengal,24 Paraganas South,2011,24 Paraganas South2011,629.0,South Twenty Four,40.880001,289432.0,0.29,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,31,India,West Bengal,24 Paraganas South,2012,24 Paraganas South2012,629.0,South Twenty Four,25.846153,301479.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32,32,India,West Bengal,24 Paraganas South,2013,24 Paraganas South2013,629.0,South Twenty Four,46.636364,308238.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33,33,India,West Bengal,24 Paraganas South,2014,24 Paraganas South2014,629.0,South Twenty Four,,315425.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,34,India,West Bengal,24 Paraganas South,2015,24 Paraganas South2015,629.0,South Twenty Four,,334561.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35,35,India,West Bengal,24 Paraganas South,2016,24 Paraganas South2016,629.0,South Twenty Four,58.085712,357756.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,36,India,West Bengal,24 Paraganas South,2017,24 Paraganas South2017,629.0,South Twenty Four,44.703705,381534.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,37,India,West Bengal,24 Paraganas South,2018,24 Paraganas South2018,629.0,South Twenty Four,35.644444,403248.0,0.29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,38,India,Telangana,Adilabad,2000,Adilabad2000,528.0,Adilabad,61.799999,,0.37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,39,India,Telangana,Adilabad,2001,Adilabad2001,528.0,Adilabad,,,0.37,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,40,India,Telangana,Adilabad,2002,Adilabad2002,528.0,Adilabad,,,0.37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,41,India,Telangana,Adilabad,2003,Adilabad2003,528.0,Adilabad,,,0.37,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,42,India,Telangana,Adilabad,2004,Adilabad2004,528.0,Adilabad,31.666666,79916.0,0.37,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,43,India,Telangana,Adilabad,2005,Adilabad2005,528.0,Adilabad,95.5,92751.0,0.37,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44,44,India,Telangana,Adilabad,2006,Adilabad2006,528.0,Adilabad,41.700001,102977.0,0.37,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
45,45,India,Telangana,Adilabad,2007,Adilabad2007,528.0,Adilabad,72.400002,113456.0,0.37,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,46,India,Telangana,Adilabad,2008,Adilabad2008,528.0,Adilabad,109.88,128918.0,0.37,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,47,India,Telangana,Adilabad,2009,Adilabad2009,528.0,Adilabad,73.0,129267.0,0.37,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,48,India,Telangana,Adilabad,2010,Adilabad2010,528.0,Adilabad,85.63636,152123.0,0.37,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49,49,India,Telangana,Adilabad,2011,Adilabad2011,528.0,Adilabad,110.36364,160602.0,0.37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
50,50,India,Telangana,Adilabad,2012,Adilabad2012,528.0,Adilabad,,165080.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51,51,India,Telangana,Adilabad,2013,Adilabad2013,528.0,Adilabad,48.545456,172681.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52,52,India,Telangana,Adilabad,2014,Adilabad2014,528.0,Adilabad,75.272728,184192.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53,53,India,Telangana,Adilabad,2015,Adilabad2015,528.0,Adilabad,103.0,205923.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
54,54,India,Telangana,Adilabad,2016,Adilabad2016,528.0,Adilabad,102.5,225108.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55,55,India,Telangana,Adilabad,2017,Adilabad2017,528.0,Adilabad,84.833336,246058.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56,56,India,Telangana,Adilabad,2018,Adilabad2018,528.0,Adilabad,113.5,268926.0,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,57,India,Uttar Pradesh,Agra,2000,Agra2000,569.0,Agra,55.599998,198839.0,0.26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,58,India,Uttar Pradesh,Agra,2001,Agra2001,569.0,Agra,,202456.0,0.26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,59,India,Uttar Pradesh,Agra,2002,Agra2002,569.0,Agra,,209007.0,0.26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,60,India,Uttar Pradesh,Agra,2003,Agra2003,569.0,Agra,,220012.0,0.26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,61,India,Uttar Pradesh,Agra,2004,Agra2004,569.0,Agra,64.0,231029.0,0.26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,62,India,Uttar Pradesh,Agra,2005,Agra2005,569.0,Agra,74.153847,244514.0,0.26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63,63,India,Uttar Pradesh,Agra,2006,Agra2006,569.0,Agra,,263935.0,0.26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
64,64,India,Uttar Pradesh,Agra,2007,Agra2007,569.0,Agra,,280851.0,0.26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
65,65,India,Uttar Pradesh,Agra,2008,Agra2008,569.0,Agra,,302192.0,0.26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
66,66,India,Uttar Pradesh,Agra,2009,Agra2009,569.0,Agra,,320989.0,0.26,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
67,67,India,Uttar Pradesh,Agra,2010,Agra2010,569.0,Agra,,346621.0,0.26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
68,68,India,Uttar Pradesh,Agra,2011,Agra2011,569.0,Agra,,365375.0,0.26,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69,69,India,Uttar Pradesh,Agra,2012,Agra2012,569.0,Agra,,381471.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
70,70,India,Uttar Pradesh,Agra,2013,Agra2013,569.0,Agra,,400680.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71,71,India,Uttar Pradesh,Agra,2014,Agra2014,569.0,Agra,,413263.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
72,72,India,Uttar Pradesh,Agra,2015,Agra2015,569.0,Agra,,448582.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
73,73,India,Uttar Pradesh,Agra,2016,Agra2016,569.0,Agra,40.903225,503182.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
74,74,India,Uttar Pradesh,Agra,2017,Agra2017,569.0,Agra,,522441.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75,75,India,Uttar Pradesh,Agra,2018,Agra2018,569.0,Agra,62.295788,537577.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
76,76,India,Gujarat,Ahmadabad,2000,Ahmadabad2000,126.0,Ahmedabad,60.0,118544.0,0.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,77,India,Gujarat,Ahmadabad,2001,Ahmadabad2001,126.0,Ahmedabad,,128178.0,0.33,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,78,India,Gujarat,Ahmadabad,2002,Ahmadabad2002,126.0,Ahmedabad,78.46154,139353.0,0.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,79,India,Gujarat,Ahmadabad,2003,Ahmadabad2003,126.0,Ahmedabad,,162563.0,0.33,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,80,India,Gujarat,Ahmadabad,2004,Ahmadabad2004,126.0,Ahmedabad,65.800003,172265.0,0.33,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,81,India,Gujarat,Ahmadabad,2005,Ahmadabad2005,126.0,Ahmedabad,45.333332,197270.0,0.33,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,82,India,Gujarat,Ahmadabad,2006,Ahmadabad2006,126.0,Ahmedabad,63.916668,213954.0,0.33,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
83,83,India,Gujarat,Ahmadabad,2007,Ahmadabad2007,126.0,Ahmedabad,115.33334,239253.0,0.33,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
84,84,India,Gujarat,Ahmadabad,2008,Ahmadabad2008,126.0,Ahmedabad,68.0,249480.0,0.33,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85,85,India,Gujarat,Ahmadabad,2009,Ahmadabad2009,126.0,Ahmedabad,105.2,284732.0,0.33,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
86,86,India,Gujarat,Ahmadabad,2010,Ahmadabad2010,126.0,Ahmedabad,105.09091,315892.0,0.33,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,87,India,Gujarat,Ahmadabad,2011,Ahmadabad2011,126.0,Ahmedabad,86.133331,336886.0,0.33,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
88,88,India,Gujarat,Ahmadabad,2012,Ahmadabad2012,126.0,Ahmedabad,87.555557,377257.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89,89,India,Gujarat,Ahmadabad,2013,Ahmadabad2013,126.0,Ahmedabad,79.0,405603.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
90,90,India,Gujarat,Ahmadabad,2014,Ahmadabad2014,126.0,Ahmedabad,86.181816,446157.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91,91,India,Gujarat,Ahmadabad,2015,Ahmadabad2015,126.0,Ahmedabad,83.599998,489877.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
92,92,India,Gujarat,Ahmadabad,2016,Ahmadabad2016,126.0,Ahmedabad,104.0,533602.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
93,93,India,Gujarat,Ahmadabad,2017,Ahmadabad2017,126.0,Ahmedabad,106.0,598463.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94,94,India,Gujarat,Ahmadabad,2018,Ahmadabad2018,126.0,Ahmedabad,118.5,654033.0,0.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
95,95,India,Maharashtra,Ahmednagar,2000,Ahmednagar2000,338.0,Ahmadnagar,70.310349,285492.0,0.24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,96,India,Maharashtra,Ahmednagar,2001,Ahmednagar2001,338.0,Ahmadnagar,51.759998,295578.0,0.24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,97,India,Maharashtra,Ahmednagar,2002,Ahmednagar2002,338.0,Ahmadnagar,66.699997,315961.0,0.24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,98,India,Maharashtra,Ahmednagar,2003,Ahmednagar2003,338.0,Ahmadnagar,,340364.0,0.24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,99,India,Maharashtra,Ahmednagar,2004,Ahmednagar2004,338.0,Ahmadnagar,82.470589,370023.0,0.24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,100,India,Maharashtra,Ahmednagar,2005,Ahmednagar2005,338.0,Ahmadnagar,49.555557,423632.0,0.24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101,101,India,Maharashtra,Ahmednagar,2006,Ahmednagar2006,338.0,Ahmadnagar,58.923077,481983.0,0.24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
102,102,India,Maharashtra,Ahmednagar,2007,Ahmednagar2007,338.0,Ahmadnagar,89.658539,538081.0,0.24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
103,103,India,Maharashtra,Ahmednagar,2008,Ahmednagar2008,338.0,Ahmadnagar,80.219513,546533.0,0.24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
104,104,India,Maharashtra,Ahmednagar,2009,Ahmednagar2009,338.0,Ahmadnagar,113.85,599338.0,0.24,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
105,105,India,Maharashtra,Ahmednagar,2010,Ahmednagar2010,338.0,Ahmadnagar,,667625.0,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
106,106,India,Maharashtra,Ahmednagar,2011,Ahmednagar2011,338.0,Ahmadnagar,,695904.0,0.24,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
107,107,India,Maharashtra,Ahmednagar,2012,Ahmednagar2012,338.0,Ahmadnagar,71.478264,734891.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108,108,India,Maharashtra,Ahmednagar,2013,Ahmednagar2013,338.0,Ahmadnagar,129.66667,782973.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,109,India,Maharashtra,Ahmednagar,2014,Ahmednagar2014,338.0,Ahmadnagar,83.199997,831025.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
110,110,India,Maharashtra,Ahmednagar,2015,Ahmednagar2015,338.0,Ahmadnagar,64.421051,897225.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
111,111,India,Maharashtra,Ahmednagar,2016,Ahmednagar2016,338.0,Ahmadnagar,96.866669,985933.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
112,112,India,Maharashtra,Ahmednagar,2017,Ahmednagar2017,338.0,Ahmadnagar,104.5778,1026049.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
113,113,India,Maharashtra,Ahmednagar,2018,Ahmednagar2018,338.0,Ahmadnagar,78.884804,1067752.0,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
114,114,India,Rajasthan,Ajmer,2000,Ajmer2000,471.0,Ajmer,94.85714,89372.0,0.31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,115,India,Rajasthan,Ajmer,2001,Ajmer2001,471.0,Ajmer,80.903229,99549.0,0.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,116,India,Rajasthan,Ajmer,2002,Ajmer2002,471.0,Ajmer,80.909088,87589.0,0.31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,117,India,Rajasthan,Ajmer,2003,Ajmer2003,471.0,Ajmer,,115459.0,0.31,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,118,India,Rajasthan,Ajmer,2004,Ajmer2004,471.0,Ajmer,64.551727,112636.0,0.31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,119,India,Rajasthan,Ajmer,2005,Ajmer2005,471.0,Ajmer,42.363636,120202.0,0.31,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120,120,India,Rajasthan,Ajmer,2006,Ajmer2006,471.0,Ajmer,63.111111,134350.0,0.31,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
121,121,India,Rajasthan,Ajmer,2007,Ajmer2007,471.0,Ajmer,109.63636,140471.0,0.31,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
122,122,India,Rajasthan,Ajmer,2008,Ajmer2008,471.0,Ajmer,79.3125,152284.0,0.31,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
123,123,India,Rajasthan,Ajmer,2009,Ajmer2009,471.0,Ajmer,79.448273,161159.0,0.31,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
124,124,India,Rajasthan,Ajmer,2010,Ajmer2010,471.0,Ajmer,90.36364,185366.0,0.31,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
125,125,India,Rajasthan,Ajmer,2011,Ajmer2011,471.0,Ajmer,107.21429,202749.0,0.31,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
126,126,India,Rajasthan,Ajmer,2012,Ajmer2012,471.0,Ajmer,81.03846,210171.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127,127,India,Rajasthan,Ajmer,2013,Ajmer2013,471.0,Ajmer,128.35001,222730.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
128,128,India,Rajasthan,Ajmer,2014,Ajmer2014,471.0,Ajmer,71.809525,238689.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
129,129,India,Rajasthan,Ajmer,2015,Ajmer2015,471.0,Ajmer,114.66666,257415.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
130,130,India,Rajasthan,Ajmer,2016,Ajmer2016,471.0,Ajmer,177.5,271636.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
131,131,India,Rajasthan,Ajmer,2017,Ajmer2017,471.0,Ajmer,90.772728,285979.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132,132,India,Rajasthan,Ajmer,2018,Ajmer2018,471.0,Ajmer,87.157898,291356.0,0.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
133,133,India,Maharashtra,Akola,2000,Akola2000,351.0,Akola,91.545456,285492.0,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,134,India,Maharashtra,Akola,2001,Akola2001,351.0,Akola,42.0,295578.0,0.25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,135,India,Maharashtra,Akola,2002,Akola2002,351.0,Akola,56.400002,315961.0,0.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,136,India,Maharashtra,Akola,2003,Akola2003,351.0,Akola,,340364.0,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,137,India,Maharashtra,Akola,2004,Akola2004,351.0,Akola,59.473682,370023.0,0.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,138,India,Maharashtra,Akola,2005,Akola2005,351.0,Akola,67.454544,423632.0,0.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
139,139,India,Maharashtra,Akola,2006,Akola2006,351.0,Akola,27.384615,481983.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
140,140,India,Maharashtra,Akola,2007,Akola2007,351.0,Akola,89.736839,538081.0,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
141,141,India,Maharashtra,Akola,2008,Akola2008,351.0,Akola,80.75,546533.0,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
142,142,India,Maharashtra,Akola,2009,Akola2009,351.0,Akola,46.46154,599338.0,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
143,143,India,Maharashtra,Akola,2010,Akola2010,351.0,Akola,,667625.0,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
144,144,India,Maharashtra,Akola,2011,Akola2011,351.0,Akola,,695904.0,0.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
145,145,India,Maharashtra,Akola,2012,Akola2012,351.0,Akola,,734891.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
146,146,India,Maharashtra,Akola,2013,Akola2013,351.0,Akola,94.846153,782973.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
147,147,India,Maharashtra,Akola,2014,Akola2014,351.0,Akola,105.8421,831025.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
148,148,India,Maharashtra,Akola,2015,Akola2015,351.0,Akola,113.28571,897225.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
