,country,state,district,year,dyid,calcium,SDP
2457,India,Assam,Darrang,2014,Darrang2014,34.0,62969.54119
2458,India,Assam,Darrang,2015,Darrang2015,23.366667,72088.24463
2459,India,Assam,Darrang,2016,Darrang2016,30.846153,77250.09133
2460,India,Assam,Darrang,2017,Darrang2017,,83971.71625
2461,India,Assam,Darrang,2018,Darrang2018,36.886627,87999.1006
2462,India,Madhya Pradesh,Datia,2000,Datia2000,88.333336,66750.0
2463,India,Madhya Pradesh,Datia,2001,Datia2001,30.0,71525.0
2464,India,Madhya Pradesh,Datia,2002,Datia2002,48.0,67795.0
2465,India,Madhya Pradesh,Datia,2003,Datia2003,,75400.0
2466,India,Madhya Pradesh,Datia,2004,Datia2004,70.85714,77874.0
2467,India,Madhya Pradesh,Datia,2005,Datia2005,77.666664,81797.30941
2468,India,Madhya Pradesh,Datia,2006,Datia2006,,89254.32538
2469,India,Madhya Pradesh,Datia,2007,Datia2007,47.714287,93472.17568
2470,India,Madhya Pradesh,Datia,2008,Datia2008,81.5,105289.6369
2471,India,Madhya Pradesh,Datia,2009,Datia2009,62.57143,115270.5061
2472,India,Madhya Pradesh,Datia,2010,Datia2010,93.0,121323.3901
2473,India,Madhya Pradesh,Datia,2011,Datia2011,49.0,132153.5954
2474,India,Madhya Pradesh,Datia,2012,Datia2012,68.0,143611.5153
2475,India,Madhya Pradesh,Datia,2013,Datia2013,33.777779,150980.3965
2476,India,Madhya Pradesh,Datia,2014,Datia2014,50.666668,158772.3624
2477,India,Madhya Pradesh,Datia,2015,Datia2015,83.5,173500.2966
2478,India,Madhya Pradesh,Datia,2016,Datia2016,60.666668,196315.5135
2479,India,Madhya Pradesh,Datia,2017,Datia2017,106.0,206841.6175
2480,India,Madhya Pradesh,Datia,2018,Datia2018,94.111115,225751.7252
2481,India,Rajasthan,Dausa,2000,Dausa2000,30.285715,71764.0
2482,India,Rajasthan,Dausa,2001,Dausa2001,54.46154,79936.0
2483,India,Rajasthan,Dausa,2002,Dausa2002,68.0,70333.0
2484,India,Rajasthan,Dausa,2003,Dausa2003,,92712.0
2485,India,Rajasthan,Dausa,2004,Dausa2004,65.421051,90445.0
2486,India,Rajasthan,Dausa,2005,Dausa2005,55.599998,120202.0
2487,India,Rajasthan,Dausa,2006,Dausa2006,35.0,134350.0
2488,India,Rajasthan,Dausa,2007,Dausa2007,70.46154,140471.0
2489,India,Rajasthan,Dausa,2008,Dausa2008,87.666664,152284.0
2490,India,Rajasthan,Dausa,2009,Dausa2009,59.714287,161159.0
2491,India,Rajasthan,Dausa,2010,Dausa2010,39.5,185366.0
2492,India,Rajasthan,Dausa,2011,Dausa2011,87.875,202749.0
2493,India,Rajasthan,Dausa,2012,Dausa2012,86.666664,210170.5783
2494,India,Rajasthan,Dausa,2013,Dausa2013,128.66667,222730.4913
2495,India,Rajasthan,Dausa,2014,Dausa2014,68.0,238688.607
2496,India,Rajasthan,Dausa,2015,Dausa2015,43.599998,257415.1347
2497,India,Rajasthan,Dausa,2016,Dausa2016,80.0,271635.6846
2498,India,Rajasthan,Dausa,2017,Dausa2017,84.0,285979.3206
2499,India,Rajasthan,Dausa,2018,Dausa2018,48.285713,291356.1327
2500,India,Karnataka,Davangere,2000,Davangere2000,,91136.0
2501,India,Karnataka,Davangere,2001,Davangere2001,,92788.0
2502,India,Karnataka,Davangere,2002,Davangere2002,,97765.0
2503,India,Karnataka,Davangere,2003,Davangere2003,,99669.0
2504,India,Karnataka,Davangere,2004,Davangere2004,,109775.0
2505,India,Karnataka,Davangere,2005,Davangere2005,,121069.2127
2506,India,Karnataka,Davangere,2006,Davangere2006,61.81818,133657.2931
2507,India,Karnataka,Davangere,2007,Davangere2007,,150429.591
2508,India,Karnataka,Davangere,2008,Davangere2008,,161131.12
2509,India,Karnataka,Davangere,2009,Davangere2009,20.923077,161170.9767
2510,India,Karnataka,Davangere,2010,Davangere2010,,177743.991
2511,India,Karnataka,Davangere,2011,Davangere2011,28.0,183075.1962
2512,India,Karnataka,Davangere,2012,Davangere2012,,195690.3334
2513,India,Karnataka,Davangere,2013,Davangere2013,39.857143,213370.9889
2514,India,Karnataka,Davangere,2014,Davangere2014,,221452.0662
2515,India,Karnataka,Davangere,2015,Davangere2015,,247404.4776
2516,India,Karnataka,Davangere,2016,Davangere2016,50.793102,280869.5594
2517,India,Karnataka,Davangere,2017,Davangere2017,,302064.573
2518,India,Karnataka,Davangere,2018,Davangere2018,0.0,321585.3759
2519,India,Uttarakhand,Dehradun,2000,Dehradun2000,33.625,12582.0
2520,India,Uttarakhand,Dehradun,2001,Dehradun2001,26.666666,13179.0
2521,India,Uttarakhand,Dehradun,2002,Dehradun2002,27.0,14413.0
2522,India,Uttarakhand,Dehradun,2003,Dehradun2003,39.0,15553.0
2523,India,Uttarakhand,Dehradun,2004,Dehradun2004,19.0,17599.0
2524,India,Uttarakhand,Dehradun,2005,Dehradun2005,29.5,20094.19199
2525,India,Uttarakhand,Dehradun,2006,Dehradun2006,13.625,22515.15995
2526,India,Uttarakhand,Dehradun,2007,Dehradun2007,38.799999,26450.61472
2527,India,Uttarakhand,Dehradun,2008,Dehradun2008,31.959999,29266.39154
2528,India,Uttarakhand,Dehradun,2009,Dehradun2009,35.0625,34274.93681
2529,India,Uttarakhand,Dehradun,2010,Dehradun2010,31.200001,37875.59365
2530,India,Uttarakhand,Dehradun,2011,Dehradun2011,33.0,41650.75602
2531,India,Uttarakhand,Dehradun,2012,Dehradun2012,28.013332,44742.29096
2532,India,Uttarakhand,Dehradun,2013,Dehradun2013,28.333334,48112.42371
2533,India,Uttarakhand,Dehradun,2014,Dehradun2014,36.5,51349.38516
2534,India,Uttarakhand,Dehradun,2015,Dehradun2015,27.285715,55614.95198
2535,India,Uttarakhand,Dehradun,2016,Dehradun2016,37.371429,61398.91678
2536,India,Uttarakhand,Dehradun,2017,Dehradun2017,,66260.89497
2537,India,Uttarakhand,Dehradun,2018,Dehradun2018,34.5,68023.16803
2538,India,Odisha,Deogarh,2000,Deogarh2000,,37386.0
2539,India,Odisha,Deogarh,2001,Deogarh2001,,39662.0
2540,India,Odisha,Deogarh,2002,Deogarh2002,,39377.0
2541,India,Odisha,Deogarh,2003,Deogarh2003,,45127.0
2542,India,Odisha,Deogarh,2004,Deogarh2004,,51020.0
2543,India,Odisha,Deogarh,2005,Deogarh2005,,53284.82037
2544,India,Odisha,Deogarh,2006,Deogarh2006,,59918.68858
2545,India,Odisha,Deogarh,2007,Deogarh2007,,65056.93469
2546,India,Odisha,Deogarh,2008,Deogarh2008,,69946.03552
2547,India,Odisha,Deogarh,2009,Deogarh2009,44.799999,70508.8637
2548,India,Odisha,Deogarh,2010,Deogarh2010,,74953.70549
2549,India,Odisha,Deogarh,2011,Deogarh2011,,77766.34554
2550,India,Odisha,Deogarh,2012,Deogarh2012,47.0,82364.33418
2551,India,Odisha,Deogarh,2013,Deogarh2013,36.0,88769.53095
2552,India,Odisha,Deogarh,2014,Deogarh2014,45.5,89839.15806
2553,India,Odisha,Deogarh,2015,Deogarh2015,39.42857,96411.90055
2554,India,Odisha,Deogarh,2016,Deogarh2016,,111702.7323
2555,India,Odisha,Deogarh,2017,Deogarh2017,33.714287,120401.4015
2556,India,Odisha,Deogarh,2018,Deogarh2018,35.5,128834.6631
2557,India,Jharkhand,Deoghar,2000,Deoghar2000,44.0,26663.0
2558,India,Jharkhand,Deoghar,2001,Deoghar2001,,28500.0
2559,India,Jharkhand,Deoghar,2002,Deoghar2002,,29298.0
2560,India,Jharkhand,Deoghar,2003,Deoghar2003,,31515.0
2561,India,Jharkhand,Deoghar,2004,Deoghar2004,55.0,36886.0
2562,India,Jharkhand,Deoghar,2005,Deoghar2005,65.199997,35232.74837
2563,India,Jharkhand,Deoghar,2006,Deoghar2006,90.800003,35822.99667
2564,India,Jharkhand,Deoghar,2007,Deoghar2007,,43802.81998
2565,India,Jharkhand,Deoghar,2008,Deoghar2008,88.0,42041.80826
2566,India,Jharkhand,Deoghar,2009,Deoghar2009,67.5,46208.30775
2567,India,Jharkhand,Deoghar,2010,Deoghar2010,61.599998,52930.46419
2568,India,Jharkhand,Deoghar,2011,Deoghar2011,49.5,55727.36515
2569,India,Jharkhand,Deoghar,2012,Deoghar2012,77.599998,60652.99247
2570,India,Jharkhand,Deoghar,2013,Deoghar2013,68.85714,61092.29527
2571,India,Jharkhand,Deoghar,2014,Deoghar2014,,69188.36603
2572,India,Jharkhand,Deoghar,2015,Deoghar2015,,64184.04593
2573,India,Jharkhand,Deoghar,2016,Deoghar2016,,71539.02138
2574,India,Jharkhand,Deoghar,2017,Deoghar2017,,77708.7311
2575,India,Jharkhand,Deoghar,2018,Deoghar2018,,84656.44892
2576,India,Uttar Pradesh,Deoria,2000,Deoria2000,67.199997,160015.0
2577,India,Uttar Pradesh,Deoria,2001,Deoria2001,70.0,162926.0
2578,India,Uttar Pradesh,Deoria,2002,Deoria2002,,168198.0
2579,India,Uttar Pradesh,Deoria,2003,Deoria2003,,177054.0
2580,India,Uttar Pradesh,Deoria,2004,Deoria2004,35.0,185920.0
2581,India,Uttar Pradesh,Deoria,2005,Deoria2005,,196772.0204
2582,India,Uttar Pradesh,Deoria,2006,Deoria2006,,212401.0209
2583,India,Uttar Pradesh,Deoria,2007,Deoria2007,,226014.1289
2584,India,Uttar Pradesh,Deoria,2008,Deoria2008,,243188.2444
2585,India,Uttar Pradesh,Deoria,2009,Deoria2009,,258315.0824
2586,India,Uttar Pradesh,Deoria,2010,Deoria2010,,278942.3693
2587,India,Uttar Pradesh,Deoria,2011,Deoria2011,,294034.6032
2588,India,Uttar Pradesh,Deoria,2012,Deoria2012,,306987.7115
2589,India,Uttar Pradesh,Deoria,2013,Deoria2013,,322446.2095
2590,India,Uttar Pradesh,Deoria,2014,Deoria2014,,332572.1478
2591,India,Uttar Pradesh,Deoria,2015,Deoria2015,,360995.6023
2592,India,Uttar Pradesh,Deoria,2016,Deoria2016,,404934.0708
2593,India,Uttar Pradesh,Deoria,2017,Deoria2017,,420432.6769
2594,India,Uttar Pradesh,Deoria,2018,Deoria2018,65.639999,432613.7016
2595,India,Madhya Pradesh,Dewas,2000,Dewas2000,102.75,66750.0
2596,India,Madhya Pradesh,Dewas,2001,Dewas2001,74.454544,71525.0
2597,India,Madhya Pradesh,Dewas,2002,Dewas2002,92.777779,67795.0
2598,India,Madhya Pradesh,Dewas,2003,Dewas2003,,75400.0
2599,India,Madhya Pradesh,Dewas,2004,Dewas2004,120.42857,77874.0
2600,India,Madhya Pradesh,Dewas,2005,Dewas2005,96.952377,81797.30941
2601,India,Madhya Pradesh,Dewas,2006,Dewas2006,97.14286,89254.32538
2602,India,Madhya Pradesh,Dewas,2007,Dewas2007,92.0,93472.17568
2603,India,Madhya Pradesh,Dewas,2008,Dewas2008,138.0,105289.6369
2604,India,Madhya Pradesh,Dewas,2009,Dewas2009,73.63636,115270.5061
2605,India,Madhya Pradesh,Dewas,2010,Dewas2010,91.277779,121323.3901
2606,India,Madhya Pradesh,Dewas,2011,Dewas2011,79.826088,132153.5954
2607,India,Madhya Pradesh,Dewas,2012,Dewas2012,83.739128,143611.5153
2608,India,Madhya Pradesh,Dewas,2013,Dewas2013,98.823532,150980.3965
2609,India,Madhya Pradesh,Dewas,2014,Dewas2014,71.157898,158772.3624
2610,India,Madhya Pradesh,Dewas,2015,Dewas2015,67.578949,173500.2966
2611,India,Madhya Pradesh,Dewas,2016,Dewas2016,52.700001,196315.5135
2612,India,Madhya Pradesh,Dewas,2017,Dewas2017,42.894737,206841.6175
2613,India,Madhya Pradesh,Dewas,2018,Dewas2018,78.368423,225751.7252
2614,India,Tripura,Dhalai,2000,Dhalai2000,,4778.0
2615,India,Tripura,Dhalai,2001,Dhalai2001,,5433.0
2616,India,Tripura,Dhalai,2002,Dhalai2002,,5796.0
2617,India,Tripura,Dhalai,2003,Dhalai2003,,6136.0
2618,India,Tripura,Dhalai,2004,Dhalai2004,,6639.0
2619,India,Tripura,Dhalai,2005,Dhalai2005,18.5,7076.182627
2620,India,Tripura,Dhalai,2006,Dhalai2006,33.0,7685.637952
2621,India,Tripura,Dhalai,2007,Dhalai2007,25.0,8192.704782
2622,India,Tripura,Dhalai,2008,Dhalai2008,26.0,9057.318737
2623,India,Tripura,Dhalai,2009,Dhalai2009,20.5,9984.503438
2624,India,Tripura,Dhalai,2010,Dhalai2010,25.6,10738.60283
2625,India,Tripura,Dhalai,2011,Dhalai2011,29.0,11718.60699
2626,India,Tripura,Dhalai,2012,Dhalai2012,,12686.01941
2627,India,Tripura,Dhalai,2013,Dhalai2013,25.6,13874.09335
2628,India,Tripura,Dhalai,2014,Dhalai2014,22.400002,16419.77386
2629,India,Tripura,Dhalai,2015,Dhalai2015,16.0,15974.41432
2630,India,Tripura,Dhalai,2016,Dhalai2016,16.0,18301.45155
2631,India,Tripura,Dhalai,2017,Dhalai2017,20.888889,19849.44597
2632,India,Tripura,Dhalai,2018,Dhalai2018,23.518801,22000.89583
2633,India,Chhattisgarh,Dhamtari,2000,Dhamtari2000,,22372.0
2634,India,Chhattisgarh,Dhamtari,2001,Dhamtari2001,26.571428,25503.0
2635,India,Chhattisgarh,Dhamtari,2002,Dhamtari2002,33.333332,25072.0
2636,India,Chhattisgarh,Dhamtari,2003,Dhamtari2003,,29782.0
2637,India,Chhattisgarh,Dhamtari,2004,Dhamtari2004,53.599998,31377.0
2638,India,Chhattisgarh,Dhamtari,2005,Dhamtari2005,51.57143,31889.50023
2639,India,Chhattisgarh,Dhamtari,2006,Dhamtari2006,32.533333,37956.10938
2640,India,Chhattisgarh,Dhamtari,2007,Dhamtari2007,38.125,41024.28824
2641,India,Chhattisgarh,Dhamtari,2008,Dhamtari2008,28.75,43715.67321
2642,India,Chhattisgarh,Dhamtari,2009,Dhamtari2009,30.0,44929.44992
2643,India,Chhattisgarh,Dhamtari,2010,Dhamtari2010,,49261.44251
2644,India,Chhattisgarh,Dhamtari,2011,Dhamtari2011,50.0,52512.33229
2645,India,Chhattisgarh,Dhamtari,2012,Dhamtari2012,57.157894,54906.65551
2646,India,Chhattisgarh,Dhamtari,2013,Dhamtari2013,49.25,60344.90949
2647,India,Chhattisgarh,Dhamtari,2014,Dhamtari2014,36.142857,61031.42723
2648,India,Chhattisgarh,Dhamtari,2015,Dhamtari2015,37.454544,62332.48908
2649,India,Chhattisgarh,Dhamtari,2016,Dhamtari2016,37.5,69220.55042
2650,India,Chhattisgarh,Dhamtari,2017,Dhamtari2017,41.225807,71631.48262
2651,India,Chhattisgarh,Dhamtari,2018,Dhamtari2018,48.049999,77218.8512
2652,India,Jharkhand,Dhanbad,2000,Dhanbad2000,40.200001,26663.0
2653,India,Jharkhand,Dhanbad,2001,Dhanbad2001,36.0,28500.0
2654,India,Jharkhand,Dhanbad,2002,Dhanbad2002,,29298.0
2655,India,Jharkhand,Dhanbad,2003,Dhanbad2003,,31515.0
2656,India,Jharkhand,Dhanbad,2004,Dhanbad2004,83.599998,36886.0
2657,India,Jharkhand,Dhanbad,2005,Dhanbad2005,82.0,35232.74837
2658,India,Jharkhand,Dhanbad,2006,Dhanbad2006,87.199997,35822.99667
2659,India,Jharkhand,Dhanbad,2007,Dhanbad2007,71.5,43802.81998
2660,India,Jharkhand,Dhanbad,2008,Dhanbad2008,109.0,42041.80826
2661,India,Jharkhand,Dhanbad,2009,Dhanbad2009,71.333336,46208.30775
2662,India,Jharkhand,Dhanbad,2010,Dhanbad2010,56.0,52930.46419
2663,India,Jharkhand,Dhanbad,2011,Dhanbad2011,66.800003,55727.36515
2664,India,Jharkhand,Dhanbad,2012,Dhanbad2012,92.5,60652.99247
2665,India,Jharkhand,Dhanbad,2013,Dhanbad2013,87.599998,61092.29527
2666,India,Jharkhand,Dhanbad,2014,Dhanbad2014,,69188.36603
2667,India,Jharkhand,Dhanbad,2015,Dhanbad2015,,64184.04593
2668,India,Jharkhand,Dhanbad,2016,Dhanbad2016,,71539.02138
2669,India,Jharkhand,Dhanbad,2017,Dhanbad2017,,77708.7311
2670,India,Jharkhand,Dhanbad,2018,Dhanbad2018,30.0,84656.44892
2671,India,Madhya Pradesh,Dhar,2000,Dhar2000,99.454544,66750.0
2672,India,Madhya Pradesh,Dhar,2001,Dhar2001,92.0,71525.0
2673,India,Madhya Pradesh,Dhar,2002,Dhar2002,60.434784,67795.0
2674,India,Madhya Pradesh,Dhar,2003,Dhar2003,,75400.0
2675,India,Madhya Pradesh,Dhar,2004,Dhar2004,45.909092,77874.0
2676,India,Madhya Pradesh,Dhar,2005,Dhar2005,30.0,81797.30941
2677,India,Madhya Pradesh,Dhar,2006,Dhar2006,72.307693,89254.32538
2678,India,Madhya Pradesh,Dhar,2007,Dhar2007,83.14286,93472.17568
2679,India,Madhya Pradesh,Dhar,2008,Dhar2008,92.307693,105289.6369
2680,India,Madhya Pradesh,Dhar,2009,Dhar2009,64.090912,115270.5061
2681,India,Madhya Pradesh,Dhar,2010,Dhar2010,106.63158,121323.3901
2682,India,Madhya Pradesh,Dhar,2011,Dhar2011,74.181816,132153.5954
2683,India,Madhya Pradesh,Dhar,2012,Dhar2012,95.583336,143611.5153
2684,India,Madhya Pradesh,Dhar,2013,Dhar2013,79.333336,150980.3965
2685,India,Madhya Pradesh,Dhar,2014,Dhar2014,58.279999,158772.3624
2686,India,Madhya Pradesh,Dhar,2015,Dhar2015,66.916664,173500.2966
2687,India,Madhya Pradesh,Dhar,2016,Dhar2016,55.52,196315.5135
2688,India,Madhya Pradesh,Dhar,2017,Dhar2017,101.76923,206841.6175
2689,India,Madhya Pradesh,Dhar,2018,Dhar2018,69.120125,225751.7252
2690,India,Tamilnadu,Dharmapuri,2000,Dharmapuri2000,103.66666,126349.0
2691,India,Tamilnadu,Dharmapuri,2001,Dharmapuri2001,140.66667,123901.0
2692,India,Tamilnadu,Dharmapuri,2002,Dharmapuri2002,95.400002,124521.0
2693,India,Tamilnadu,Dharmapuri,2003,Dharmapuri2003,,132281.0
2694,India,Tamilnadu,Dharmapuri,2004,Dharmapuri2004,160.22223,147994.0
2695,India,Tamilnadu,Dharmapuri,2005,Dharmapuri2005,169.09091,169349.5552
2696,India,Tamilnadu,Dharmapuri,2006,Dharmapuri2006,90.833336,195867.6468
2697,India,Tamilnadu,Dharmapuri,2007,Dharmapuri2007,71.428574,208136.9834
2698,India,Tamilnadu,Dharmapuri,2008,Dharmapuri2008,,219145.3006
2699,India,Tamilnadu,Dharmapuri,2009,Dharmapuri2009,124.90909,242085.1541
2700,India,Tamilnadu,Dharmapuri,2010,Dharmapuri2010,87.0,275101.6989
2701,India,Tamilnadu,Dharmapuri,2011,Dharmapuri2011,112.875,295390.3546
2702,India,Tamilnadu,Dharmapuri,2012,Dharmapuri2012,,310659.6184
2703,India,Tamilnadu,Dharmapuri,2013,Dharmapuri2013,,328647.7039
2704,India,Tamilnadu,Dharmapuri,2014,Dharmapuri2014,101.09091,346822.3577
2705,India,Tamilnadu,Dharmapuri,2015,Dharmapuri2015,109.0,377707.7511
2706,India,Tamilnadu,Dharmapuri,2016,Dharmapuri2016,84.333336,403830.3946
2707,India,Tamilnadu,Dharmapuri,2017,Dharmapuri2017,102.82353,438088.9098
2708,India,Tamilnadu,Dharmapuri,2018,Dharmapuri2018,114.0,469312.4037
2709,India,Karnataka,Dharwad,2000,Dharwad2000,,91136.0
2710,India,Karnataka,Dharwad,2001,Dharwad2001,,92788.0
2711,India,Karnataka,Dharwad,2002,Dharwad2002,,97765.0
2712,India,Karnataka,Dharwad,2003,Dharwad2003,,99669.0
2713,India,Karnataka,Dharwad,2004,Dharwad2004,,109775.0
2714,India,Karnataka,Dharwad,2005,Dharwad2005,37.142857,121069.2127
2715,India,Karnataka,Dharwad,2006,Dharwad2006,108.90909,133657.2931
2716,India,Karnataka,Dharwad,2007,Dharwad2007,,150429.591
2717,India,Karnataka,Dharwad,2008,Dharwad2008,,161131.12
2718,India,Karnataka,Dharwad,2009,Dharwad2009,,161170.9767
2719,India,Karnataka,Dharwad,2010,Dharwad2010,,177743.991
2720,India,Karnataka,Dharwad,2011,Dharwad2011,,183075.1962
2721,India,Karnataka,Dharwad,2012,Dharwad2012,,195690.3334
2722,India,Karnataka,Dharwad,2013,Dharwad2013,97.28672,213370.9889
2723,India,Karnataka,Dharwad,2014,Dharwad2014,44.700001,221452.0662
2724,India,Karnataka,Dharwad,2015,Dharwad2015,,247404.4776
2725,India,Karnataka,Dharwad,2016,Dharwad2016,74.608696,280869.5594
2726,India,Karnataka,Dharwad,2017,Dharwad2017,,302064.573
2727,India,Karnataka,Dharwad,2018,Dharwad2018,54.947369,321585.3759
2728,India,Rajasthan,Dhaulpur,2000,Dhaulpur2000,220.0,71764.0
2729,India,Rajasthan,Dhaulpur,2001,Dhaulpur2001,184.0,79936.0
2730,India,Rajasthan,Dhaulpur,2002,Dhaulpur2002,114.0,70333.0
2731,India,Rajasthan,Dhaulpur,2003,Dhaulpur2003,,92712.0
2732,India,Rajasthan,Dhaulpur,2004,Dhaulpur2004,110.0,90445.0
2733,India,Rajasthan,Dhaulpur,2005,Dhaulpur2005,60.0,120202.0
2734,India,Rajasthan,Dhaulpur,2006,Dhaulpur2006,212.0,134350.0
2735,India,Rajasthan,Dhaulpur,2007,Dhaulpur2007,36.0,140471.0
2736,India,Rajasthan,Dhaulpur,2008,Dhaulpur2008,,152284.0
2737,India,Rajasthan,Dhaulpur,2009,Dhaulpur2009,122.0,161159.0
2738,India,Rajasthan,Dhaulpur,2010,Dhaulpur2010,212.0,185366.0
2739,India,Rajasthan,Dhaulpur,2011,Dhaulpur2011,296.0,202749.0
2740,India,Rajasthan,Dhaulpur,2012,Dhaulpur2012,260.0,210170.5783
2741,India,Rajasthan,Dhaulpur,2013,Dhaulpur2013,288.0,222730.4913
2742,India,Rajasthan,Dhaulpur,2014,Dhaulpur2014,168.0,238688.607
2743,India,Rajasthan,Dhaulpur,2015,Dhaulpur2015,265.0,257415.1347
2744,India,Rajasthan,Dhaulpur,2016,Dhaulpur2016,212.0,271635.6846
2745,India,Rajasthan,Dhaulpur,2017,Dhaulpur2017,48.0,285979.3206
2746,India,Rajasthan,Dhaulpur,2018,Dhaulpur2018,40.0,291356.1327
2747,India,Assam,Dhemaji,2000,Dhemaji2000,,32821.0
2748,India,Assam,Dhemaji,2001,Dhemaji2001,,33668.0
2749,India,Assam,Dhemaji,2002,Dhemaji2002,,35708.0
2750,India,Assam,Dhemaji,2003,Dhemaji2003,,37905.0
2751,India,Assam,Dhemaji,2004,Dhemaji2004,,39207.0
2752,India,Assam,Dhemaji,2005,Dhemaji2005,29.6,40387.83862
2753,India,Assam,Dhemaji,2006,Dhemaji2006,30.198889,42211.8645
2754,India,Assam,Dhemaji,2007,Dhemaji2007,29.0,44015.94659
2755,India,Assam,Dhemaji,2008,Dhemaji2008,24.90909,46637.72411
2756,India,Assam,Dhemaji,2009,Dhemaji2009,29.636364,50934.78006
2757,India,Assam,Dhemaji,2010,Dhemaji2010,31.200001,53441.04979
2758,India,Assam,Dhemaji,2011,Dhemaji2011,,55628.21886
2759,India,Assam,Dhemaji,2012,Dhemaji2012,,56988.88618
2760,India,Assam,Dhemaji,2013,Dhemaji2013,31.200001,59658.18407
2761,India,Assam,Dhemaji,2014,Dhemaji2014,32.799999,62969.54119
2762,India,Assam,Dhemaji,2015,Dhemaji2015,15.2,72088.24463
2763,India,Assam,Dhemaji,2016,Dhemaji2016,20.25,77250.09133
2764,India,Assam,Dhemaji,2017,Dhemaji2017,10.0,83971.71625
2765,India,Assam,Dhemaji,2018,Dhemaji2018,25.687201,87999.1006
2766,India,Odisha,Dhenkanal,2000,Dhenkanal2000,,37386.0
2767,India,Odisha,Dhenkanal,2001,Dhenkanal2001,,39662.0
2768,India,Odisha,Dhenkanal,2002,Dhenkanal2002,,39377.0
2769,India,Odisha,Dhenkanal,2003,Dhenkanal2003,,45127.0
2770,India,Odisha,Dhenkanal,2004,Dhenkanal2004,,51020.0
2771,India,Odisha,Dhenkanal,2005,Dhenkanal2005,,53284.82037
2772,India,Odisha,Dhenkanal,2006,Dhenkanal2006,,59918.68858
2773,India,Odisha,Dhenkanal,2007,Dhenkanal2007,,65056.93469
2774,India,Odisha,Dhenkanal,2008,Dhenkanal2008,,69946.03552
2775,India,Odisha,Dhenkanal,2009,Dhenkanal2009,39.870968,70508.8637
2776,India,Odisha,Dhenkanal,2010,Dhenkanal2010,,74953.70549
2777,India,Odisha,Dhenkanal,2011,Dhenkanal2011,,77766.34554
2778,India,Odisha,Dhenkanal,2012,Dhenkanal2012,49.939392,82364.33418
2779,India,Odisha,Dhenkanal,2013,Dhenkanal2013,39.025642,88769.53095
2780,India,Odisha,Dhenkanal,2014,Dhenkanal2014,38.117645,89839.15806
2781,India,Odisha,Dhenkanal,2015,Dhenkanal2015,43.5,96411.90055
2782,India,Odisha,Dhenkanal,2016,Dhenkanal2016,,111702.7323
2783,India,Odisha,Dhenkanal,2017,Dhenkanal2017,52.903225,120401.4015
2784,India,Odisha,Dhenkanal,2018,Dhenkanal2018,58.67857,128834.6631
2785,India,Rajasthan,Dholpur,2000,Dholpur2000,73.0,71764.0
2786,India,Rajasthan,Dholpur,2001,Dholpur2001,72.153847,79936.0
2787,India,Rajasthan,Dholpur,2002,Dholpur2002,37.666668,70333.0
2788,India,Rajasthan,Dholpur,2003,Dholpur2003,,92712.0
2789,India,Rajasthan,Dholpur,2004,Dholpur2004,58.18182,90445.0
2790,India,Rajasthan,Dholpur,2005,Dholpur2005,32.0,120202.0
2791,India,Rajasthan,Dholpur,2006,Dholpur2006,48.0,134350.0
2792,India,Rajasthan,Dholpur,2007,Dholpur2007,84.5,140471.0
2793,India,Rajasthan,Dholpur,2008,Dholpur2008,54.0,152284.0
2794,India,Rajasthan,Dholpur,2009,Dholpur2009,54.599998,161159.0
2795,India,Rajasthan,Dholpur,2010,Dholpur2010,34.400002,185366.0
2796,India,Rajasthan,Dholpur,2011,Dholpur2011,58.0,202749.0
2797,India,Rajasthan,Dholpur,2012,Dholpur2012,81.666664,210170.5783
2798,India,Rajasthan,Dholpur,2013,Dholpur2013,40.0,222730.4913
2799,India,Rajasthan,Dholpur,2014,Dholpur2014,65.599998,238688.607
2800,India,Rajasthan,Dholpur,2015,Dholpur2015,35.909092,257415.1347
2801,India,Rajasthan,Dholpur,2016,Dholpur2016,72.26667,271635.6846
2802,India,Rajasthan,Dholpur,2017,Dholpur2017,51.42857,285979.3206
2803,India,Rajasthan,Dholpur,2018,Dholpur2018,43.333332,291356.1327
2804,India,Assam,Dhubri,2000,Dhubri2000,,32821.0
2805,India,Assam,Dhubri,2001,Dhubri2001,,33668.0
2806,India,Assam,Dhubri,2002,Dhubri2002,,35708.0
2807,India,Assam,Dhubri,2003,Dhubri2003,,37905.0
2808,India,Assam,Dhubri,2004,Dhubri2004,,39207.0
2809,India,Assam,Dhubri,2005,Dhubri2005,39.333332,40387.83862
2810,India,Assam,Dhubri,2006,Dhubri2006,30.0,42211.8645
2811,India,Assam,Dhubri,2007,Dhubri2007,19.333334,44015.94659
2812,India,Assam,Dhubri,2008,Dhubri2008,30.0,46637.72411
2813,India,Assam,Dhubri,2009,Dhubri2009,,50934.78006
2814,India,Assam,Dhubri,2010,Dhubri2010,37.200001,53441.04979
2815,India,Assam,Dhubri,2011,Dhubri2011,12.0,55628.21886
2816,India,Assam,Dhubri,2012,Dhubri2012,12.666667,56988.88618
2817,India,Assam,Dhubri,2013,Dhubri2013,37.200001,59658.18407
2818,India,Assam,Dhubri,2014,Dhubri2014,50.240002,62969.54119
2819,India,Assam,Dhubri,2015,Dhubri2015,15.200001,72088.24463
2820,India,Assam,Dhubri,2016,Dhubri2016,19.058823,77250.09133
