,country,state,district,year,dyid,calcium,SDP
0,India,West Bengal,24 Paraganas North,2000,24 Paraganas North2000,50.588234,129691.0
1,India,West Bengal,24 Paraganas North,2001,24 Paraganas North2001,,139057.0
2,India,West Bengal,24 Paraganas North,2002,24 Paraganas North2002,85.666664,143931.0
3,India,West Bengal,24 Paraganas North,2003,24 Paraganas North2003,,152388.0
4,India,West Bengal,24 Paraganas North,2004,24 Paraganas North2004,57.040001,162491.0
5,India,West Bengal,24 Paraganas North,2005,24 Paraganas North2005,32.108109,172722.096
6,India,West Bengal,24 Paraganas North,2006,24 Paraganas North2006,,186279.4732
7,India,West Bengal,24 Paraganas North,2007,24 Paraganas North2007,42.833332,200772.3136
8,India,West Bengal,24 Paraganas North,2008,24 Paraganas North2008,112.0,208864.8407
9,India,West Bengal,24 Paraganas North,2009,24 Paraganas North2009,,225084.0983
10,India,West Bengal,24 Paraganas North,2010,24 Paraganas North2010,,238732.1144
11,India,West Bengal,24 Paraganas North,2011,24 Paraganas North2011,,247489.0428
12,India,West Bengal,24 Paraganas North,2012,24 Paraganas North2012,,257790.1705
13,India,West Bengal,24 Paraganas North,2013,24 Paraganas North2013,,263569.9096
14,India,West Bengal,24 Paraganas North,2014,24 Paraganas North2014,,269715.2299
15,India,West Bengal,24 Paraganas North,2015,24 Paraganas North2015,,286077.995
16,India,West Bengal,24 Paraganas North,2016,24 Paraganas North2016,45.093334,305911.9508
17,India,West Bengal,24 Paraganas North,2017,24 Paraganas North2017,20.564102,326244.3312
18,India,West Bengal,24 Paraganas North,2018,24 Paraganas North2018,27.125,344811.5665
19,India,West Bengal,24 Paraganas South,2000,24 Paraganas South2000,53.483871,129691.0
20,India,West Bengal,24 Paraganas South,2001,24 Paraganas South2001,51.947369,139057.0
21,India,West Bengal,24 Paraganas South,2002,24 Paraganas South2002,55.294117,143931.0
22,India,West Bengal,24 Paraganas South,2003,24 Paraganas South2003,,152388.0
23,India,West Bengal,24 Paraganas South,2004,24 Paraganas South2004,37.81818,162491.0
24,India,West Bengal,24 Paraganas South,2005,24 Paraganas South2005,43.285713,172722.096
25,India,West Bengal,24 Paraganas South,2006,24 Paraganas South2006,,186279.4732
26,India,West Bengal,24 Paraganas South,2007,24 Paraganas South2007,35.0,200772.3136
27,India,West Bengal,24 Paraganas South,2008,24 Paraganas South2008,,208864.8407
28,India,West Bengal,24 Paraganas South,2009,24 Paraganas South2009,42.799999,225084.0983
29,India,West Bengal,24 Paraganas South,2010,24 Paraganas South2010,31.0,238732.1144
30,India,West Bengal,24 Paraganas South,2011,24 Paraganas South2011,40.880001,247489.0428
31,India,West Bengal,24 Paraganas South,2012,24 Paraganas South2012,25.846153,257790.1705
32,India,West Bengal,24 Paraganas South,2013,24 Paraganas South2013,46.636364,263569.9096
33,India,West Bengal,24 Paraganas South,2014,24 Paraganas South2014,,269715.2299
34,India,West Bengal,24 Paraganas South,2015,24 Paraganas South2015,,286077.995
35,India,West Bengal,24 Paraganas South,2016,24 Paraganas South2016,58.085712,305911.9508
36,India,West Bengal,24 Paraganas South,2017,24 Paraganas South2017,44.703705,326244.3312
37,India,West Bengal,24 Paraganas South,2018,24 Paraganas South2018,35.644444,344811.5665
38,India,Telangana,Adilabad,2000,Adilabad2000,61.799999,
39,India,Telangana,Adilabad,2001,Adilabad2001,,
40,India,Telangana,Adilabad,2002,Adilabad2002,,
41,India,Telangana,Adilabad,2003,Adilabad2003,,
42,India,Telangana,Adilabad,2004,Adilabad2004,31.666666,79916.0
43,India,Telangana,Adilabad,2005,Adilabad2005,95.5,92751.0
44,India,Telangana,Adilabad,2006,Adilabad2006,41.700001,102977.0
45,India,Telangana,Adilabad,2007,Adilabad2007,72.400002,113456.0
46,India,Telangana,Adilabad,2008,Adilabad2008,109.88,128918.0
47,India,Telangana,Adilabad,2009,Adilabad2009,73.0,129267.0
48,India,Telangana,Adilabad,2010,Adilabad2010,85.63636,152123.0
49,India,Telangana,Adilabad,2011,Adilabad2011,110.36364,160602.0
50,India,Telangana,Adilabad,2012,Adilabad2012,,165080.1387
51,India,Telangana,Adilabad,2013,Adilabad2013,48.545456,172681.0219
52,India,Telangana,Adilabad,2014,Adilabad2014,75.272728,184192.0033
53,India,Telangana,Adilabad,2015,Adilabad2015,103.0,205923.2781
54,India,Telangana,Adilabad,2016,Adilabad2016,102.5,225107.7532
55,India,Telangana,Adilabad,2017,Adilabad2017,84.833336,246058.0951
56,India,Telangana,Adilabad,2018,Adilabad2018,113.5,268925.946
57,India,Uttar Pradesh,Agra,2000,Agra2000,55.599998,160015.0
58,India,Uttar Pradesh,Agra,2001,Agra2001,,162926.0
59,India,Uttar Pradesh,Agra,2002,Agra2002,,168198.0
60,India,Uttar Pradesh,Agra,2003,Agra2003,,177054.0
61,India,Uttar Pradesh,Agra,2004,Agra2004,64.0,185920.0
62,India,Uttar Pradesh,Agra,2005,Agra2005,74.153847,196772.0204
63,India,Uttar Pradesh,Agra,2006,Agra2006,,212401.0209
64,India,Uttar Pradesh,Agra,2007,Agra2007,,226014.1289
65,India,Uttar Pradesh,Agra,2008,Agra2008,,243188.2444
66,India,Uttar Pradesh,Agra,2009,Agra2009,,258315.0824
67,India,Uttar Pradesh,Agra,2010,Agra2010,,278942.3693
68,India,Uttar Pradesh,Agra,2011,Agra2011,,294034.6032
69,India,Uttar Pradesh,Agra,2012,Agra2012,,306987.7115
70,India,Uttar Pradesh,Agra,2013,Agra2013,,322446.2095
71,India,Uttar Pradesh,Agra,2014,Agra2014,,332572.1478
72,India,Uttar Pradesh,Agra,2015,Agra2015,,360995.6023
73,India,Uttar Pradesh,Agra,2016,Agra2016,40.903225,404934.0708
74,India,Uttar Pradesh,Agra,2017,Agra2017,,420432.6769
75,India,Uttar Pradesh,Agra,2018,Agra2018,62.295788,432613.7016
76,India,Gujarat,Ahmadabad,2000,Ahmadabad2000,60.0,86431.0
77,India,Gujarat,Ahmadabad,2001,Ahmadabad2001,,93455.0
78,India,Gujarat,Ahmadabad,2002,Ahmadabad2002,78.46154,101603.0
79,India,Gujarat,Ahmadabad,2003,Ahmadabad2003,,118525.0
80,India,Gujarat,Ahmadabad,2004,Ahmadabad2004,65.800003,125599.0
81,India,Gujarat,Ahmadabad,2005,Ahmadabad2005,45.333332,143830.2317
82,India,Gujarat,Ahmadabad,2006,Ahmadabad2006,63.916668,155994.5931
83,India,Gujarat,Ahmadabad,2007,Ahmadabad2007,115.33334,174440.1805
84,India,Gujarat,Ahmadabad,2008,Ahmadabad2008,68.0,181896.7212
85,India,Gujarat,Ahmadabad,2009,Ahmadabad2009,105.2,207599.075
86,India,Gujarat,Ahmadabad,2010,Ahmadabad2010,105.09091,230317.9376
87,India,Gujarat,Ahmadabad,2011,Ahmadabad2011,86.133331,245624.7348
88,India,Gujarat,Ahmadabad,2012,Ahmadabad2012,87.555557,275059.5603
89,India,Gujarat,Ahmadabad,2013,Ahmadabad2013,79.0,295726.1724
90,India,Gujarat,Ahmadabad,2014,Ahmadabad2014,86.181816,325294.6867
91,India,Gujarat,Ahmadabad,2015,Ahmadabad2015,83.599998,357170.9651
92,India,Gujarat,Ahmadabad,2016,Ahmadabad2016,104.0,389051.3924
93,India,Gujarat,Ahmadabad,2017,Ahmadabad2017,106.0,436341.1924
94,India,Gujarat,Ahmadabad,2018,Ahmadabad2018,118.5,476857.5252
95,India,Maharashtra,Ahmednagar,2000,Ahmednagar2000,70.310349,210526.0
96,India,Maharashtra,Ahmednagar,2001,Ahmednagar2001,51.759998,217963.0
97,India,Maharashtra,Ahmednagar,2002,Ahmednagar2002,66.699997,232994.0
98,India,Maharashtra,Ahmednagar,2003,Ahmednagar2003,,250989.0
99,India,Maharashtra,Ahmednagar,2004,Ahmednagar2004,82.470589,272860.0
100,India,Maharashtra,Ahmednagar,2005,Ahmednagar2005,49.555557,312392.0067
101,India,Maharashtra,Ahmednagar,2006,Ahmednagar2006,58.923077,355420.8288
102,India,Maharashtra,Ahmednagar,2007,Ahmednagar2007,89.658539,396788.2581
103,India,Maharashtra,Ahmednagar,2008,Ahmednagar2008,80.219513,403020.878
104,India,Maharashtra,Ahmednagar,2009,Ahmednagar2009,113.85,441960.0042
105,India,Maharashtra,Ahmednagar,2010,Ahmednagar2010,,492315.7681
106,India,Maharashtra,Ahmednagar,2011,Ahmednagar2011,,513169.0878
107,India,Maharashtra,Ahmednagar,2012,Ahmednagar2012,71.478264,541918.7142
108,India,Maharashtra,Ahmednagar,2013,Ahmednagar2013,129.66667,577375.1845
109,India,Maharashtra,Ahmednagar,2014,Ahmednagar2014,83.199997,612808.8795
110,India,Maharashtra,Ahmednagar,2015,Ahmednagar2015,64.421051,661626.2078
111,India,Maharashtra,Ahmednagar,2016,Ahmednagar2016,96.866669,727040.298
112,India,Maharashtra,Ahmednagar,2017,Ahmednagar2017,104.5778,756622.5823
113,India,Maharashtra,Ahmednagar,2018,Ahmednagar2018,78.884804,787375.0576
114,India,Rajasthan,Ajmer,2000,Ajmer2000,94.85714,71764.0
115,India,Rajasthan,Ajmer,2001,Ajmer2001,80.903229,79936.0
116,India,Rajasthan,Ajmer,2002,Ajmer2002,80.909088,70333.0
117,India,Rajasthan,Ajmer,2003,Ajmer2003,,92712.0
118,India,Rajasthan,Ajmer,2004,Ajmer2004,64.551727,90445.0
119,India,Rajasthan,Ajmer,2005,Ajmer2005,42.363636,120202.0
120,India,Rajasthan,Ajmer,2006,Ajmer2006,63.111111,134350.0
121,India,Rajasthan,Ajmer,2007,Ajmer2007,109.63636,140471.0
122,India,Rajasthan,Ajmer,2008,Ajmer2008,79.3125,152284.0
123,India,Rajasthan,Ajmer,2009,Ajmer2009,79.448273,161159.0
124,India,Rajasthan,Ajmer,2010,Ajmer2010,90.36364,185366.0
125,India,Rajasthan,Ajmer,2011,Ajmer2011,107.21429,202749.0
126,India,Rajasthan,Ajmer,2012,Ajmer2012,81.03846,210170.5783
127,India,Rajasthan,Ajmer,2013,Ajmer2013,128.35001,222730.4913
128,India,Rajasthan,Ajmer,2014,Ajmer2014,71.809525,238688.607
129,India,Rajasthan,Ajmer,2015,Ajmer2015,114.66666,257415.1347
130,India,Rajasthan,Ajmer,2016,Ajmer2016,177.5,271635.6846
131,India,Rajasthan,Ajmer,2017,Ajmer2017,90.772728,285979.3206
132,India,Rajasthan,Ajmer,2018,Ajmer2018,87.157898,291356.1327
133,India,Maharashtra,Akola,2000,Akola2000,91.545456,210526.0
134,India,Maharashtra,Akola,2001,Akola2001,42.0,217963.0
135,India,Maharashtra,Akola,2002,Akola2002,56.400002,232994.0
136,India,Maharashtra,Akola,2003,Akola2003,,250989.0
137,India,Maharashtra,Akola,2004,Akola2004,59.473682,272860.0
138,India,Maharashtra,Akola,2005,Akola2005,67.454544,312392.0067
139,India,Maharashtra,Akola,2006,Akola2006,27.384615,355420.8288
140,India,Maharashtra,Akola,2007,Akola2007,89.736839,396788.2581
141,India,Maharashtra,Akola,2008,Akola2008,80.75,403020.878
142,India,Maharashtra,Akola,2009,Akola2009,46.46154,441960.0042
143,India,Maharashtra,Akola,2010,Akola2010,,492315.7681
144,India,Maharashtra,Akola,2011,Akola2011,,513169.0878
145,India,Maharashtra,Akola,2012,Akola2012,,541918.7142
146,India,Maharashtra,Akola,2013,Akola2013,94.846153,577375.1845
147,India,Maharashtra,Akola,2014,Akola2014,105.8421,612808.8795
148,India,Maharashtra,Akola,2015,Akola2015,113.28571,661626.2078
149,India,Maharashtra,Akola,2016,Akola2016,84.285713,727040.298
150,India,Maharashtra,Akola,2017,Akola2017,111.54833,756622.5823
151,India,Maharashtra,Akola,2018,Akola2018,96.455025,787375.0576
152,India,Kerala,Alappuzha,2000,Alappuzha2000,19.879999,62909.0
153,India,Kerala,Alappuzha,2001,Alappuzha2001,32.031578,66052.0
154,India,Kerala,Alappuzha,2002,Alappuzha2002,22.48889,70885.0
155,India,Kerala,Alappuzha,2003,Alappuzha2003,,75479.0
156,India,Kerala,Alappuzha,2004,Alappuzha2004,29.143999,82590.0
157,India,Kerala,Alappuzha,2005,Alappuzha2005,,91043.22612
158,India,Kerala,Alappuzha,2006,Alappuzha2006,24.61875,98236.03511
159,India,Kerala,Alappuzha,2007,Alappuzha2007,26.612122,107002.9854
160,India,Kerala,Alappuzha,2008,Alappuzha2008,15.164706,113582.5335
161,India,Kerala,Alappuzha,2009,Alappuzha2009,17.983334,123852.6824
162,India,Kerala,Alappuzha,2010,Alappuzha2010,15.366667,131778.5667
163,India,Kerala,Alappuzha,2011,Alappuzha2011,19.317648,139453.7866
164,India,Kerala,Alappuzha,2012,Alappuzha2012,24.434999,148209.4767
165,India,Kerala,Alappuzha,2013,Alappuzha2013,17.945173,155050.3523
166,India,Kerala,Alappuzha,2014,Alappuzha2014,18.478571,162459.2106
167,India,Kerala,Alappuzha,2015,Alappuzha2015,28.969231,174794.9789
168,India,Kerala,Alappuzha,2016,Alappuzha2016,35.235714,188597.0438
169,India,Kerala,Alappuzha,2017,Alappuzha2017,33.200001,201167.0624
170,India,Kerala,Alappuzha,2018,Alappuzha2018,22.870888,217154.3302
171,India,Uttar Pradesh,Aligarh,2000,Aligarh2000,12.0,160015.0
172,India,Uttar Pradesh,Aligarh,2001,Aligarh2001,,162926.0
173,India,Uttar Pradesh,Aligarh,2002,Aligarh2002,,168198.0
174,India,Uttar Pradesh,Aligarh,2003,Aligarh2003,,177054.0
175,India,Uttar Pradesh,Aligarh,2004,Aligarh2004,28.0,185920.0
176,India,Uttar Pradesh,Aligarh,2005,Aligarh2005,41.111111,196772.0204
177,India,Uttar Pradesh,Aligarh,2006,Aligarh2006,,212401.0209
178,India,Uttar Pradesh,Aligarh,2007,Aligarh2007,,226014.1289
179,India,Uttar Pradesh,Aligarh,2008,Aligarh2008,,243188.2444
180,India,Uttar Pradesh,Aligarh,2009,Aligarh2009,,258315.0824
181,India,Uttar Pradesh,Aligarh,2010,Aligarh2010,,278942.3693
182,India,Uttar Pradesh,Aligarh,2011,Aligarh2011,,294034.6032
183,India,Uttar Pradesh,Aligarh,2012,Aligarh2012,,306987.7115
184,India,Uttar Pradesh,Aligarh,2013,Aligarh2013,,322446.2095
185,India,Uttar Pradesh,Aligarh,2014,Aligarh2014,,332572.1478
186,India,Uttar Pradesh,Aligarh,2015,Aligarh2015,,360995.6023
187,India,Uttar Pradesh,Aligarh,2016,Aligarh2016,14.222222,404934.0708
188,India,Uttar Pradesh,Aligarh,2017,Aligarh2017,,420432.6769
189,India,Uttar Pradesh,Aligarh,2018,Aligarh2018,43.84,432613.7016
190,India,West Bengal,Alipurduar,2000,Alipurduar2000,36.0,129691.0
191,India,West Bengal,Alipurduar,2001,Alipurduar2001,36.599998,139057.0
192,India,West Bengal,Alipurduar,2002,Alipurduar2002,30.4,143931.0
193,India,West Bengal,Alipurduar,2003,Alipurduar2003,,152388.0
194,India,West Bengal,Alipurduar,2004,Alipurduar2004,22.333334,162491.0
195,India,West Bengal,Alipurduar,2005,Alipurduar2005,45.0,172722.096
196,India,West Bengal,Alipurduar,2006,Alipurduar2006,39.0,186279.4732
197,India,West Bengal,Alipurduar,2007,Alipurduar2007,,200772.3136
198,India,West Bengal,Alipurduar,2008,Alipurduar2008,21.6,208864.8407
199,India,West Bengal,Alipurduar,2009,Alipurduar2009,18.571428,225084.0983
200,India,West Bengal,Alipurduar,2010,Alipurduar2010,,238732.1144
201,India,West Bengal,Alipurduar,2011,Alipurduar2011,20.666666,247489.0428
202,India,West Bengal,Alipurduar,2012,Alipurduar2012,26.0,257790.1705
203,India,West Bengal,Alipurduar,2013,Alipurduar2013,76.666664,263569.9096
204,India,West Bengal,Alipurduar,2014,Alipurduar2014,,269715.2299
205,India,West Bengal,Alipurduar,2015,Alipurduar2015,,286077.995
206,India,West Bengal,Alipurduar,2016,Alipurduar2016,27.555555,305911.9508
207,India,West Bengal,Alipurduar,2017,Alipurduar2017,34.888889,326244.3312
208,India,West Bengal,Alipurduar,2018,Alipurduar2018,25.5,344811.5665
209,India,Madhya Pradesh,Alirajpur,2000,Alirajpur2000,113.6,66750.0
210,India,Madhya Pradesh,Alirajpur,2001,Alirajpur2001,134.28572,71525.0
211,India,Madhya Pradesh,Alirajpur,2002,Alirajpur2002,117.33334,67795.0
212,India,Madhya Pradesh,Alirajpur,2003,Alirajpur2003,,75400.0
213,India,Madhya Pradesh,Alirajpur,2004,Alirajpur2004,131.42857,77874.0
214,India,Madhya Pradesh,Alirajpur,2005,Alirajpur2005,,81797.30941
215,India,Madhya Pradesh,Alirajpur,2006,Alirajpur2006,70.888885,89254.32538
216,India,Madhya Pradesh,Alirajpur,2007,Alirajpur2007,86.727272,93472.17568
217,India,Madhya Pradesh,Alirajpur,2008,Alirajpur2008,118.88889,105289.6369
218,India,Madhya Pradesh,Alirajpur,2009,Alirajpur2009,119.55556,115270.5061
219,India,Madhya Pradesh,Alirajpur,2010,Alirajpur2010,117.11111,121323.3901
220,India,Madhya Pradesh,Alirajpur,2011,Alirajpur2011,99.0,132153.5954
221,India,Madhya Pradesh,Alirajpur,2012,Alirajpur2012,123.11111,143611.5153
222,India,Madhya Pradesh,Alirajpur,2013,Alirajpur2013,123.25,150980.3965
223,India,Madhya Pradesh,Alirajpur,2014,Alirajpur2014,82.36364,158772.3624
224,India,Madhya Pradesh,Alirajpur,2015,Alirajpur2015,59.090908,173500.2966
225,India,Madhya Pradesh,Alirajpur,2016,Alirajpur2016,77.400002,196315.5135
226,India,Madhya Pradesh,Alirajpur,2017,Alirajpur2017,112.75,206841.6175
227,India,Madhya Pradesh,Alirajpur,2018,Alirajpur2018,74.0,225751.7252
228,India,Uttarakhand,Almora,2000,Almora2000,,12582.0
229,India,Uttarakhand,Almora,2001,Almora2001,,13179.0
230,India,Uttarakhand,Almora,2002,Almora2002,,14413.0
231,India,Uttarakhand,Almora,2003,Almora2003,,15553.0
232,India,Uttarakhand,Almora,2004,Almora2004,,17599.0
233,India,Uttarakhand,Almora,2005,Almora2005,,20094.19199
234,India,Uttarakhand,Almora,2006,Almora2006,,22515.15995
235,India,Uttarakhand,Almora,2007,Almora2007,,26450.61472
236,India,Uttarakhand,Almora,2008,Almora2008,36.0,29266.39154
237,India,Uttarakhand,Almora,2009,Almora2009,6.0,34274.93681
238,India,Uttarakhand,Almora,2010,Almora2010,,37875.59365
239,India,Uttarakhand,Almora,2011,Almora2011,,41650.75602
240,India,Uttarakhand,Almora,2012,Almora2012,52.0,44742.29096
241,India,Uttarakhand,Almora,2013,Almora2013,,48112.42371
242,India,Uttarakhand,Almora,2014,Almora2014,,51349.38516
243,India,Uttarakhand,Almora,2015,Almora2015,,55614.95198
244,India,Uttarakhand,Almora,2016,Almora2016,32.400002,61398.91678
245,India,Uttarakhand,Almora,2017,Almora2017,,66260.89497
246,India,Uttarakhand,Almora,2018,Almora2018,,68023.16803
247,India,Rajasthan,Alwar,2000,Alwar2000,76.181816,71764.0
248,India,Rajasthan,Alwar,2001,Alwar2001,56.848484,79936.0
249,India,Rajasthan,Alwar,2002,Alwar2002,61.161289,70333.0
250,India,Rajasthan,Alwar,2003,Alwar2003,,92712.0
251,India,Rajasthan,Alwar,2004,Alwar2004,61.828571,90445.0
252,India,Rajasthan,Alwar,2005,Alwar2005,46.823528,120202.0
253,India,Rajasthan,Alwar,2006,Alwar2006,79.272728,134350.0
254,India,Rajasthan,Alwar,2007,Alwar2007,68.900002,140471.0
255,India,Rajasthan,Alwar,2008,Alwar2008,58.0,152284.0
256,India,Rajasthan,Alwar,2009,Alwar2009,59.096775,161159.0
257,India,Rajasthan,Alwar,2010,Alwar2010,78.333336,185366.0
258,India,Rajasthan,Alwar,2011,Alwar2011,75.703705,202749.0
259,India,Rajasthan,Alwar,2012,Alwar2012,60.888889,210170.5783
260,India,Rajasthan,Alwar,2013,Alwar2013,107.84615,222730.4913
261,India,Rajasthan,Alwar,2014,Alwar2014,44.941177,238688.607
262,India,Rajasthan,Alwar,2015,Alwar2015,74.550003,257415.1347
263,India,Rajasthan,Alwar,2016,Alwar2016,62.363636,271635.6846
264,India,Rajasthan,Alwar,2017,Alwar2017,40.633335,285979.3206
265,India,Rajasthan,Alwar,2018,Alwar2018,56.0,291356.1327
266,India,Haryana,Ambala,2000,Ambala2000,32.823528,51090.0
267,India,Haryana,Ambala,2001,Ambala2001,26.0,55036.0
268,India,Haryana,Ambala,2002,Ambala2002,87.368423,58410.0
269,India,Haryana,Ambala,2003,Ambala2003,,64156.0
270,India,Haryana,Ambala,2004,Ambala2004,135.0,69688.0
271,India,Haryana,Ambala,2005,Ambala2005,81.666664,75983.37543
272,India,Haryana,Ambala,2006,Ambala2006,38.272728,84622.64424
273,India,Haryana,Ambala,2007,Ambala2007,38.453335,91246.97272
274,India,Haryana,Ambala,2008,Ambala2008,77.099998,98272.18785
275,India,Haryana,Ambala,2009,Ambala2009,42.0,110550.9578
276,India,Haryana,Ambala,2010,Ambala2010,49.285713,118045.7599
277,India,Haryana,Ambala,2011,Ambala2011,,128124.5027
278,India,Haryana,Ambala,2012,Ambala2012,38.799999,136915.2472
279,India,Haryana,Ambala,2013,Ambala2013,29.214285,148810.9158
280,India,Haryana,Ambala,2014,Ambala2014,46.615383,157518.498
281,India,Haryana,Ambala,2015,Ambala2015,13.0,176107.8723
282,India,Haryana,Ambala,2016,Ambala2016,36.555557,194703.8619
283,India,Haryana,Ambala,2017,Ambala2017,96.866669,205265.609
284,India,Haryana,Ambala,2018,Ambala2018,28.947369,222238.968
285,India,Uttar Pradesh,Ambedkar Nagar,2000,Ambedkar Nagar2000,40.799999,160015.0
286,India,Uttar Pradesh,Ambedkar Nagar,2001,Ambedkar Nagar2001,41.333332,162926.0
287,India,Uttar Pradesh,Ambedkar Nagar,2002,Ambedkar Nagar2002,,168198.0
288,India,Uttar Pradesh,Ambedkar Nagar,2003,Ambedkar Nagar2003,,177054.0
289,India,Uttar Pradesh,Ambedkar Nagar,2004,Ambedkar Nagar2004,46.0,185920.0
290,India,Uttar Pradesh,Ambedkar Nagar,2005,Ambedkar Nagar2005,,196772.0204
291,India,Uttar Pradesh,Ambedkar Nagar,2006,Ambedkar Nagar2006,,212401.0209
292,India,Uttar Pradesh,Ambedkar Nagar,2007,Ambedkar Nagar2007,,226014.1289
293,India,Uttar Pradesh,Ambedkar Nagar,2008,Ambedkar Nagar2008,,243188.2444
294,India,Uttar Pradesh,Ambedkar Nagar,2009,Ambedkar Nagar2009,,258315.0824
295,India,Uttar Pradesh,Ambedkar Nagar,2010,Ambedkar Nagar2010,,278942.3693
296,India,Uttar Pradesh,Ambedkar Nagar,2011,Ambedkar Nagar2011,,294034.6032
297,India,Uttar Pradesh,Ambedkar Nagar,2012,Ambedkar Nagar2012,,306987.7115
298,India,Uttar Pradesh,Ambedkar Nagar,2013,Ambedkar Nagar2013,,322446.2095
299,India,Uttar Pradesh,Ambedkar Nagar,2014,Ambedkar Nagar2014,,332572.1478
300,India,Uttar Pradesh,Ambedkar Nagar,2015,Ambedkar Nagar2015,,360995.6023
301,India,Uttar Pradesh,Ambedkar Nagar,2016,Ambedkar Nagar2016,56.799999,404934.0708
302,India,Uttar Pradesh,Ambedkar Nagar,2017,Ambedkar Nagar2017,,420432.6769
303,India,Uttar Pradesh,Ambedkar Nagar,2018,Ambedkar Nagar2018,41.639999,432613.7016
304,India,Maharashtra,Amravati,2000,Amravati2000,59.035713,210526.0
305,India,Maharashtra,Amravati,2001,Amravati2001,65.91304,217963.0
306,India,Maharashtra,Amravati,2002,Amravati2002,53.853657,232994.0
307,India,Maharashtra,Amravati,2003,Amravati2003,,250989.0
308,India,Maharashtra,Amravati,2004,Amravati2004,51.148937,272860.0
309,India,Maharashtra,Amravati,2005,Amravati2005,79.765961,312392.0067
310,India,Maharashtra,Amravati,2006,Amravati2006,78.861115,355420.8288
311,India,Maharashtra,Amravati,2007,Amravati2007,87.45652,396788.2581
312,India,Maharashtra,Amravati,2008,Amravati2008,81.509438,403020.878
313,India,Maharashtra,Amravati,2009,Amravati2009,70.090912,441960.0042
314,India,Maharashtra,Amravati,2010,Amravati2010,,492315.7681
315,India,Maharashtra,Amravati,2011,Amravati2011,,513169.0878
316,India,Maharashtra,Amravati,2012,Amravati2012,45.333332,541918.7142
317,India,Maharashtra,Amravati,2013,Amravati2013,86.904762,577375.1845
318,India,Maharashtra,Amravati,2014,Amravati2014,55.104839,612808.8795
319,India,Maharashtra,Amravati,2015,Amravati2015,81.199997,661626.2078
320,India,Maharashtra,Amravati,2016,Amravati2016,96.714287,727040.298
321,India,Maharashtra,Amravati,2017,Amravati2017,67.423653,756622.5823
322,India,Maharashtra,Amravati,2018,Amravati2018,63.029186,787375.0576
323,India,Gujarat,Amreli,2000,Amreli2000,97.95652,86431.0
324,India,Gujarat,Amreli,2001,Amreli2001,,93455.0
325,India,Gujarat,Amreli,2002,Amreli2002,108.18182,101603.0
326,India,Gujarat,Amreli,2003,Amreli2003,,118525.0
327,India,Gujarat,Amreli,2004,Amreli2004,97.5,125599.0
328,India,Gujarat,Amreli,2005,Amreli2005,92.85714,143830.2317
329,India,Gujarat,Amreli,2006,Amreli2006,88.214287,155994.5931
330,India,Gujarat,Amreli,2007,Amreli2007,95.085716,174440.1805
331,India,Gujarat,Amreli,2008,Amreli2008,74.054054,181896.7212
332,India,Gujarat,Amreli,2009,Amreli2009,61.435898,207599.075
333,India,Gujarat,Amreli,2010,Amreli2010,95.172417,230317.9376
334,India,Gujarat,Amreli,2011,Amreli2011,81.789474,245624.7348
335,India,Gujarat,Amreli,2012,Amreli2012,80.774193,275059.5603
336,India,Gujarat,Amreli,2013,Amreli2013,78.615387,295726.1724
337,India,Gujarat,Amreli,2014,Amreli2014,75.085716,325294.6867
338,India,Gujarat,Amreli,2015,Amreli2015,57.365852,357170.9651
339,India,Gujarat,Amreli,2016,Amreli2016,93.894737,389051.3924
340,India,Gujarat,Amreli,2017,Amreli2017,58.195122,436341.1924
341,India,Gujarat,Amreli,2018,Amreli2018,91.400002,476857.5252
342,India,Punjab,Amritsar,2000,Amritsar2000,55.200001,63172.0
343,India,Punjab,Amritsar,2001,Amritsar2001,28.0,63995.0
344,India,Punjab,Amritsar,2002,Amritsar2002,54.07143,65085.0
345,India,Punjab,Amritsar,2003,Amritsar2003,,69149.0
346,India,Punjab,Amritsar,2004,Amritsar2004,39.099998,72587.0
347,India,Punjab,Amritsar,2005,Amritsar2005,26.200001,90330.0
348,India,Punjab,Amritsar,2006,Amritsar2006,18.799999,100072.0
349,India,Punjab,Amritsar,2007,Amritsar2007,52.371429,108738.0
350,India,Punjab,Amritsar,2008,Amritsar2008,84.25,114766.0
351,India,Punjab,Amritsar,2009,Amritsar2009,97.833336,122097.0
352,India,Punjab,Amritsar,2010,Amritsar2010,28.833334,129983.0
353,India,Punjab,Amritsar,2011,Amritsar2011,,136987.0
354,India,Punjab,Amritsar,2012,Amritsar2012,35.688889,144194.0389
355,India,Punjab,Amritsar,2013,Amritsar2013,25.666666,153185.3729
356,India,Punjab,Amritsar,2014,Amritsar2014,47.666668,159467.0526
357,India,Punjab,Amritsar,2015,Amritsar2015,38.75,168863.8041
358,India,Punjab,Amritsar,2016,Amritsar2016,40.119999,180824.7635
359,India,Punjab,Amritsar,2017,Amritsar2017,72.0,191861.5087
360,India,Punjab,Amritsar,2018,Amritsar2018,35.083332,202675.5033
361,India,Uttar Pradesh,Amroha,2000,Amroha2000,28.0,160015.0
362,India,Uttar Pradesh,Amroha,2001,Amroha2001,12.0,162926.0
363,India,Uttar Pradesh,Amroha,2002,Amroha2002,,168198.0
364,India,Uttar Pradesh,Amroha,2003,Amroha2003,,177054.0
365,India,Uttar Pradesh,Amroha,2004,Amroha2004,40.0,185920.0
366,India,Uttar Pradesh,Amroha,2005,Amroha2005,,196772.0204
